user,user_id,when,review,cafe_id
Slava Timoshenko,1092,3 years ago,That is probably the most uncomfortable chair ever maid by human beings for human beings. Also the oatmeal for $4.5 is just a regular porridge from a grocery store. Coffee is meh,8
Veronica Wijaya,1093,10 months ago,Nice place. Great vibe. Cozy,8
Jesse Adelman,1094,a year ago,"Larger cafe, two floors and seating outside in front and back. I only had a oat milk cappuccino, but it was nicely done. Will return!",8
Caleb S,1095,3 years ago,"Decent iced coffee and latte. A bit of a wait today (20 min) for espresso drinks for some reason. Do not recommend the apple tart that much. Their menu includes an ""Eleven Dollar Shake -- if you have to ask you aren't interested in it"". I'm very curious...",8
Elizavéta Timoféeva,1096,a year ago,My favorite spot in the city to do my laptop work. Vegan wrap is rich and delicious! Big choice of tea latte.,8
Samuel Dengler,1097,6 years ago,"Inviting neighborhood cafe with good coffee.
Chapterhouse has a full variety of coffees and fresh teas; I enjoyed their selection of flavored lattes served hot/cold w dairy/oat/soy milk. My iced Nutella …",8
mias socalledlife,1098,a year ago,"I’m typically very understanding when an establishment is busy. However, when I went here on Sunday my coffee took 30 minutes, the woman who ordered after me got her order before mine, and the staff was unapologetic and rude.",8
Rachel Solarek,1099,7 years ago,This place does lattes. Delicious lattes. Their selection is lovely. I also like how they have so much seating. (Upstairs and downstairs) it's a cute little place with a cozy quiet atmosphere. I can not wait to go back and get some more …,8
Abby Dow,1100,6 years ago,This was a neat Cafe I found in order to take some time to do some work. I live in the northern liberties area but I often like to venture and try new places around the city. This was a great Cafe shop with cool selections. The atmosphere …,8
According to Dana,175,6 years ago,"Chapterhouse is my #1 go-to for coffee in the Bella Vista area!  The ambiance is so relaxing and homey, the staff is friendly, there is free WiFi and plenty of seating available!  I've tried a few of their teas, coffee, and their bagels …",8
Thomas Brownlie,1101,5 years ago,"Great local coffee shop. Baristas know how to make a great latte etc. Drip coffee is excellent too! Offer pastries, bagels, and lunch sandwiches (vegetarian and vegan options). Open 7 - 10 pm everyday! Free wifi and lots of seating. Neighborhood gem.",8
Matt Coffman,1102,10 years ago,"After much undeserved recognition, this Cafe prooved to be anything but glorious. The small space,  which encapsulated a dismal seating area,  broken floors,  a dirty bathroom, and a collection of less than attractive artwork, was staunch …",8
Kelly Luhring,1103,7 years ago,This coffee shop is absolutely one of my favs - thai style coffee and a banana brought me back from the dead after a night of one too many bottles of wine :/,8
Joe Bell,1104,2 years ago,"One of my go to spots whenever I need to get out of the house and get work done. They have a good variety of coffees and teas, as well as selling Franklin's Ice Cream. The wi-fi is fast and I haven't had much issue with it.",8
Edward,1105,a month ago,Got cream puffs pretty good. Cream was fresh and quite filling. Not too sweet so was able to finish them without needing something else to clear my mouth. I saved one to eat later and would say it tasted better after I thawed it slightly so the cream didn't have an slightly icy crystal texture.,13
Jaimie Varughese,1106,a month ago,"Matcha Panda Cafe is the most authentic matcha place I’ve ever been! I went on two separate occasions. The matcha and their menu items taste quality. We wanted to get the matcha crepe cake, however both times they were sold out of this so …",13
Oi-Wah Shuen,1107,2 months ago,"Very cute store.
I had the hot matcha bomb latte for the cold day, it was delicious!
The Special Cream puffs( Matcha, Ube and Tiramisu) taste good. The only downside …",13
Jennifer U,1108,a month ago,"Tried all the matcha latte, the banana milk matcha really has a nice banana flavor! Also tried the crepe cakes, my fave was the matcha, the chocolate was good, too. The cafe is small, we got there early, as soon as it opened at noon, but it got busy by 12:30. Such a pretty and clean place. Love all the bamboo accents! Truly impressive!",13
Tim Lin,1109,a month ago,"We had a wonderful visit to Matcha Panda Cafe! The service was friendly, and the cozy decor makes it a great spot for families. My kid especially loved sitting next to the big teddy bear, which made the experience even more enjoyable. …",13
Yevgeniya Pechenaya,1110,3 weeks ago,Fantastic dessert place. We came here after dinner and enjoyed an extensive and unique menu of yummy offerings. …,13
Jerica Huang,1111,6 months ago,"Love the philosophy behind this business of delivering high quality matcha desserts and drinks. If not busy, you can bring a laptop to do work (they do not allow it on busy days/weekends). …",13
Noah,1112,5 months ago,Really nice atmosphere. Taro cream puff was yummy but didn’t have taro much flavor. Pricy for cream and carbs but would make for a good date spot. I want to go back for the pistachio crepe cake I just couldn’t pay $11 for a slice on a full stomach.,13
Jon (JSR),1113,7 months ago,Was craving matcha and found this amazing gem of a spot! The atmosphere is very nice and the staff was very friendly and helpful even though they didn't have enough staff. …,13
Ka W,1114,5 months ago,"Good quality matcha but the matcha Mille feuille was sooo incredible dry, it didn’t taste too good. The crème brûle bubble tea was good but the pearls were a bit hard. Overall it’s decent.",13
Aaron,1115,6 months ago,"This is the perfect cafe to hit up in China Town for tea's, ice cream, cake, etc. The ambiance and beauty of the inside was unexpected. Shout out to the employee in front of the house for being patient to explain the menu to us and offer …",13
SuJin Choi,1116,8 months ago,"After a long day at a conference, I decided to explore Philadelphia's Chinatown and stumbled upon the cutest little café—Matcha Panda Café. This place is absolute heaven for matcha lovers! The cozy, panda/animal-themed decor makes it feel …",13
Daniel Lee,1117,9 months ago,"Matcha Panda is a charming spot with a cute and inviting ambiance. The decor is beautifully green, creating a pleasant atmosphere that draws you in. They have definitely nailed the theme, making it a delightful place to hang out. However, …",13
Xeanne Odette,1118,6 months ago,"Pretty good experience here! The Matcha latte with oat milk was tasty, though I wish they had maple syrup as an option. The ice cream was also good, and the interior design is super cute. The staff seemed nice too!",13
Lillian Hui (Destinee),1119,7 months ago,Cute place to be with friends or a date or with your partner. I highly recommend their cream puffs. The puff crunch on top texture and the matcha creaminess inside was perfect. Pistachio Mille crepe was sweet with a hint of saltiness of the …,13
Megan Yinh,1120,2 months ago,"Pistachio latte!?  Yes, please!!  Verdict-Delicious!

I asked if there was any artificial coloring because it's so green, but I was …",13
Jacy,1121,7 months ago,"If you're a fan of authentic matcha, this place has great matcha lattes with the perfect balance of bitterness that isn’t overpowered by sweetness. The matcha is super green, a sign of great quality matcha, and the matcha crepe was delicious too. We even got a nice bag to keep the crepe cool for the trip home.",13
Brian Le,1122,a year ago,"The ice cream is really good! I can taste strong matcha in there. Cake and drink are okay , i think it’s not really worth the price. The drink has lychee fruit in there which is good but i can tell it’s not fresh!! They weren’t too sweet is a big plus for me.But i  recommend this place when you guys come to china town in Philly",13
James Kwon,1123,2 weeks ago,Perfect matcha crape cake. Order with Matcha bomb latte. You won’t regret it!,13
FXiao L.,1124,a month ago,"Cute cafe. Got the coconut and banana milk matcha latte- both were tasty. The matcha crepe cake was smooth, creamy, and not too sweet.",13
Anastasia Merk,1125,a year ago,"Came into town from NYC for business and were looking for a cafe to stop by. After searching on google, we found this gem and gave it a try! Everything was amazing at Matcha Panda Cafe. The vibe, desserts and Matcha Latte was 10/10. Quality …",13
Jeremy Alfano,1126,a year ago,Really cool place that specializes in matcha. The green decor of the cafe matches the decorative pastries and drinks. …,13
